Date,Sales,Stock,Price,Month,Year,DayOfWeek,Is_Weekend,Sales_Lag_1,Sales_Lag_7,Rolling_Mean_7,Price_Diff
2014-11-15,1,32,1.49,11,2014,5,1,0.0,542.0,54.857142857142854,0.0
2014-11-16,0,32,1.49,11,2014,6,1,1.0,239.0,20.714285714285715,0.0
2014-11-17,0,32,1.49,11,2014,0,0,0.0,51.0,13.428571428571429,0.0
2014-11-18,7,25,1.49,11,2014,1,0,0.0,51.0,7.142857142857143,0.0
2014-11-19,1,24,1.49,11,2014,2,0,7.0,41.0,1.4285714285714286,0.0
2014-11-20,4,20,1.29,11,2014,3,0,1.0,1.0,1.8571428571428572,-0.19999999999999996
2014-11-21,1,19,1.29,11,2014,4,0,4.0,0.0,2.0,0.0
2014-11-22,1,18,1.29,11,2014,5,1,1.0,1.0,2.0,0.0
2014-11-23,2,16,1.29,11,2014,6,1,1.0,0.0,2.2857142857142856,0.0
2014-11-24,0,16,1.29,11,2014,0,0,2.0,0.0,2.2857142857142856,0.0
2014-11-25,0,16,1.29,11,2014,1,0,0.0,7.0,1.2857142857142858,0.0
2014-11-26,0,16,1.29,11,2014,2,0,0.0,1.0,1.1428571428571428,0.0
2014-11-27,0,16,1.29,11,2014,3,0,0.0,4.0,0.5714285714285714,0.0
2014-11-28,0,16,1.29,11,2014,4,0,0.0,1.0,0.42857142857142855,0.0
2014-11-29,0,16,1.29,11,2014,5,1,0.0,1.0,0.2857142857142857,0.0
2014-11-30,0,16,1.29,11,2014,6,1,0.0,2.0,0.0,0.0
2014-12-01,0,16,1.29,12,2014,0,0,0.0,0.0,0.0,0.0
2014-12-02,0,16,1.29,12,2014,1,0,0.0,0.0,0.0,0.0
2014-12-03,0,16,1.29,12,2014,2,0,0.0,0.0,0.0,0.0
2014-12-04,0,16,1.29,12,2014,3,0,0.0,0.0,0.0,0.0
2014-12-05,0,16,1.49,12,2014,4,0,0.0,0.0,0.0,0.19999999999999996
2014-12-06,0,16,1.49,12,2014,5,1,0.0,0.0,0.0,0.0
2014-12-07,0,16,1.49,12,2014,6,1,0.0,0.0,0.0,0.0
2014-12-08,0,16,1.49,12,2014,0,0,0.0,0.0,0.0,0.0
2014-12-09,0,16,1.49,12,2014,1,0,0.0,0.0,0.0,0.0
2014-12-10,0,16,1.49,12,2014,2,0,0.0,0.0,0.0,0.0
2014-12-11,0,16,1.49,12,2014,3,0,0.0,0.0,0.0,0.0
2014-12-12,0,16,1.49,12,2014,4,0,0.0,0.0,0.0,0.0
2014-12-13,0,16,1.49,12,2014,5,1,0.0,0.0,0.0,0.0
2014-12-14,0,16,1.49,12,2014,6,1,0.0,0.0,0.0,0.0
2014-12-15,0,688,1.49,12,2014,0,0,0.0,0.0,0.0,0.0
2014-12-16,49,735,1.49,12,2014,1,0,0.0,0.0,7.0,0.0
2014-12-17,157,578,1.29,12,2014,2,0,49.0,0.0,29.428571428571427,-0.19999999999999996
2014-12-18,193,385,1.29,12,2014,3,0,157.0,0.0,57.0,0.0
2014-12-19,94,291,1.29,12,2014,4,0,193.0,0.0,70.42857142857143,0.0
2014-12-20,135,156,1.29,12,2014,5,1,94.0,0.0,89.71428571428571,0.0
2014-12-21,118,38,1.29,12,2014,6,1,135.0,0.0,106.57142857142857,0.0
2014-12-22,18,116,1.29,12,2014,0,0,118.0,0.0,109.14285714285714,0.0
2014-12-23,0,116,1.29,12,2014,1,0,18.0,49.0,102.14285714285714,0.0
2014-12-24,14,102,1.29,12,2014,2,0,0.0,157.0,81.71428571428571,0.0
2014-12-25,0,102,1.29,12,2014,3,0,14.0,193.0,54.142857142857146,0.0
2014-12-26,20,82,1.29,12,2014,4,0,0.0,94.0,43.57142857142857,0.0
2014-12-27,42,328,1.29,12,2014,5,1,20.0,135.0,30.285714285714285,0.0
2014-12-28,45,283,1.29,12,2014,6,1,42.0,118.0,19.857142857142858,0.0
2014-12-29,55,612,1.29,12,2014,0,0,45.0,18.0,25.142857142857142,0.0
2014-12-30,59,553,1.29,12,2014,1,0,55.0,0.0,33.57142857142857,0.0
2014-12-31,11,542,1.29,12,2014,2,0,59.0,14.0,33.142857142857146,0.0
2015-01-01,0,542,1.29,1,2015,3,0,11.0,0.0,33.142857142857146,0.0
2015-01-02,77,561,1.29,1,2015,4,0,0.0,20.0,41.285714285714285,0.0
2015-01-03,60,2229,1.29,1,2015,5,1,77.0,42.0,43.857142857142854,0.0
2015-01-04,1,2228,1.29,1,2015,6,1,60.0,45.0,37.57142857142857,0.0
2015-01-05,69,2351,1.29,1,2015,0,0,1.0,55.0,39.57142857142857,0.0
2015-01-06,98,2253,1.29,1,2015,1,0,69.0,59.0,45.142857142857146,0.0
2015-01-07,119,2134,1.29,1,2015,2,0,98.0,11.0,60.57142857142857,0.0
2015-01-08,93,2137,1.29,1,2015,3,0,119.0,0.0,73.85714285714286,0.0
2015-01-09,92,2045,1.29,1,2015,4,0,93.0,77.0,76.0,0.0
2015-01-10,112,1933,1.29,1,2015,5,1,92.0,60.0,83.42857142857143,0.0
2015-01-11,96,1837,1.29,1,2015,6,1,112.0,1.0,97.0,0.0
2015-01-12,93,1744,1.29,1,2015,0,0,96.0,69.0,100.42857142857143,0.0
2015-01-13,65,1679,1.29,1,2015,1,0,93.0,98.0,95.71428571428571,0.0
2015-01-14,100,1581,1.29,1,2015,2,0,65.0,119.0,93.0,0.0
2015-01-15,51,1530,1.49,1,2015,3,0,100.0,93.0,87.0,0.19999999999999996
2015-01-16,55,1475,1.49,1,2015,4,0,51.0,92.0,81.71428571428571,0.0
2015-01-17,71,1403,1.49,1,2015,5,1,55.0,112.0,75.85714285714286,0.0
2015-01-18,57,1346,1.49,1,2015,6,1,71.0,96.0,70.28571428571429,0.0
2015-01-19,34,1312,1.49,1,2015,0,0,57.0,93.0,61.857142857142854,0.0
2015-01-20,47,1265,1.49,1,2015,1,0,34.0,65.0,59.285714285714285,0.0
2015-01-21,88,1177,1.29,1,2015,2,0,47.0,100.0,57.57142857142857,-0.19999999999999996
2015-01-22,51,1126,1.29,1,2015,3,0,88.0,51.0,57.57142857142857,0.0
2015-01-23,49,1076,1.29,1,2015,4,0,51.0,55.0,56.714285714285715,0.0
2015-01-24,110,966,1.29,1,2015,5,1,49.0,71.0,62.285714285714285,0.0
2015-01-25,30,936,1.29,1,2015,6,1,110.0,57.0,58.42857142857143,0.0
2015-01-26,59,877,1.29,1,2015,0,0,30.0,34.0,62.0,0.0
2015-01-27,97,780,1.29,1,2015,1,0,59.0,47.0,69.14285714285714,0.0
2015-01-28,155,625,1.29,1,2015,2,0,97.0,88.0,78.71428571428571,0.0
2015-01-29,125,500,1.29,1,2015,3,0,155.0,51.0,89.28571428571429,0.0
2015-01-30,100,496,1.29,1,2015,4,0,125.0,49.0,96.57142857142857,0.0
2015-01-31,211,285,1.29,1,2015,5,1,100.0,110.0,111.0,0.0
2015-02-01,88,197,1.29,2,2015,6,1,211.0,30.0,119.28571428571429,0.0
2015-02-02,114,467,1.29,2,2015,0,0,88.0,59.0,127.14285714285714,0.0
2015-02-03,89,570,1.29,2,2015,1,0,114.0,97.0,126.0,0.0
2015-02-04,118,548,1.29,2,2015,2,0,89.0,155.0,120.71428571428571,0.0
2015-02-05,84,1136,1.29,2,2015,3,0,118.0,125.0,114.85714285714286,0.0
2015-02-06,125,1299,1.29,2,2015,4,0,84.0,100.0,118.42857142857143,0.0
2015-02-07,184,1211,1.04,2,2015,5,1,125.0,211.0,114.57142857142857,-0.25
2015-02-08,107,1104,1.29,2,2015,6,1,184.0,88.0,117.28571428571429,0.25
2015-02-09,70,1033,1.29,2,2015,0,0,107.0,114.0,111.0,0.0
2015-02-10,66,1063,1.29,2,2015,1,0,70.0,89.0,107.71428571428571,0.0
2015-02-11,89,974,1.29,2,2015,2,0,66.0,118.0,103.57142857142857,0.0
2015-02-12,50,1116,2.84,2,2015,3,0,89.0,84.0,98.71428571428571,1.5499999999999998
2015-02-13,20,1096,2.89,2,2015,4,0,50.0,125.0,83.71428571428571,0.050000000000000266
2015-02-14,77,1019,2.89,2,2015,5,1,20.0,184.0,68.42857142857143,0.0
2015-02-15,33,986,2.89,2,2015,6,1,77.0,107.0,57.857142857142854,0.0
2015-02-16,47,1035,2.89,2,2015,0,0,33.0,70.0,54.57142857142857,0.0
2015-02-17,35,1000,2.89,2,2015,1,0,47.0,66.0,50.142857142857146,0.0
2015-02-18,60,1228,2.89,2,2015,2,0,35.0,89.0,46.0,0.0
2015-02-19,31,1197,2.89,2,2015,3,0,60.0,50.0,43.285714285714285,0.0
2015-02-20,35,1162,2.89,2,2015,4,0,31.0,20.0,45.42857142857143,0.0
2015-02-21,80,1082,2.87,2,2015,5,1,35.0,77.0,45.857142857142854,-0.020000000000000018
2015-02-22,42,1039,2.89,2,2015,6,1,80.0,33.0,47.142857142857146,0.020000000000000018
2015-02-23,23,1016,2.89,2,2015,0,0,42.0,47.0,43.714285714285715,0.0
2015-02-24,19,997,2.89,2,2015,1,0,23.0,35.0,41.42857142857143,0.0
2015-02-25,18,1075,2.89,2,2015,2,0,19.0,60.0,35.42857142857143,0.0
2015-02-26,37,1134,2.89,2,2015,3,0,18.0,31.0,36.285714285714285,0.0
2015-02-27,50,1084,2.89,2,2015,4,0,37.0,35.0,38.42857142857143,0.0
2015-02-28,127,957,2.89,2,2015,5,1,50.0,80.0,45.142857142857146,0.0
2015-03-01,123,834,2.89,3,2015,6,1,127.0,42.0,56.714285714285715,0.0
2015-03-02,44,789,2.89,3,2015,0,0,123.0,23.0,59.714285714285715,0.0
2015-03-03,22,767,2.89,3,2015,1,0,44.0,19.0,60.142857142857146,0.0
2015-03-04,31,736,2.89,3,2015,2,0,22.0,18.0,62.0,0.0
2015-03-05,22,714,2.89,3,2015,3,0,31.0,37.0,59.857142857142854,0.0
2015-03-06,40,674,2.89,3,2015,4,0,22.0,50.0,58.42857142857143,0.0
2015-03-07,62,612,2.89,3,2015,5,1,40.0,127.0,49.142857142857146,0.0
2015-03-08,59,553,2.89,3,2015,6,1,62.0,123.0,40.0,0.0
2015-03-09,28,525,2.89,3,2015,0,0,59.0,44.0,37.714285714285715,0.0
2015-03-10,68,458,1.49,3,2015,1,0,28.0,22.0,44.285714285714285,-1.4000000000000001
2015-03-11,73,385,1.49,3,2015,2,0,68.0,31.0,50.285714285714285,0.0
2015-03-12,87,298,1.49,3,2015,3,0,73.0,22.0,59.57142857142857,0.0
2015-03-13,175,1878,1.29,3,2015,4,0,87.0,40.0,78.85714285714286,-0.19999999999999996
2015-03-14,300,1575,1.29,3,2015,5,1,175.0,62.0,112.85714285714286,0.0
2015-03-15,196,1379,1.29,3,2015,6,1,300.0,59.0,132.42857142857142,0.0
2015-03-16,123,1256,1.29,3,2015,0,0,196.0,28.0,146.0,0.0
2015-03-17,168,1088,1.29,3,2015,1,0,123.0,68.0,160.28571428571428,0.0
2015-03-18,209,1263,1.29,3,2015,2,0,168.0,73.0,179.71428571428572,0.0
2015-03-19,188,1075,1.29,3,2015,3,0,209.0,87.0,194.14285714285714,0.0
2015-03-20,219,856,1.29,3,2015,4,0,188.0,175.0,200.42857142857142,0.0
2015-03-21,381,475,1.29,3,2015,5,1,219.0,300.0,212.0,0.0
2015-03-22,158,317,1.29,3,2015,6,1,381.0,196.0,206.57142857142858,0.0
2015-03-23,12,304,1.49,3,2015,0,0,158.0,123.0,190.71428571428572,0.19999999999999996
2015-03-24,8,296,1.29,3,2015,1,0,12.0,168.0,167.85714285714286,-0.19999999999999996
2015-03-25,10,286,1.29,3,2015,2,0,8.0,209.0,139.42857142857142,0.0
2015-03-26,88,774,1.29,3,2015,3,0,10.0,188.0,125.14285714285714,0.0
2015-03-27,196,770,1.29,3,2015,4,0,88.0,219.0,121.85714285714286,0.0
2015-03-28,206,660,1.29,3,2015,5,1,196.0,381.0,96.85714285714286,0.0
2015-03-29,83,577,1.29,3,2015,6,1,206.0,158.0,86.14285714285714,0.0
2015-03-30,0,673,1.49,3,2015,0,0,83.0,12.0,84.42857142857143,0.19999999999999996
2015-03-31,0,673,1.49,3,2015,1,0,0.0,8.0,83.28571428571429,0.0
2015-04-01,27,646,1.49,4,2015,2,0,0.0,10.0,85.71428571428571,0.0
2015-04-02,27,1002,1.49,4,2015,3,0,27.0,88.0,77.0,0.0
2015-04-03,54,1044,1.49,4,2015,4,0,27.0,196.0,56.714285714285715,0.0
2015-04-04,136,908,1.49,4,2015,5,1,54.0,206.0,46.714285714285715,0.0
2015-04-05,55,853,1.49,4,2015,6,1,136.0,83.0,42.714285714285715,0.0
2015-04-06,22,831,1.49,4,2015,0,0,55.0,0.0,45.857142857142854,0.0
2015-04-07,30,801,1.49,4,2015,1,0,22.0,0.0,50.142857142857146,0.0
2015-04-08,30,771,1.49,4,2015,2,0,30.0,27.0,50.57142857142857,0.0
2015-04-09,30,930,1.49,4,2015,3,0,30.0,27.0,51.0,0.0
2015-04-10,44,1078,1.49,4,2015,4,0,30.0,54.0,49.57142857142857,0.0
2015-04-11,39,1423,1.49,4,2015,5,1,44.0,136.0,35.714285714285715,0.0
2015-04-12,57,1366,1.49,4,2015,6,1,39.0,55.0,36.0,0.0
2015-04-13,30,1336,1.49,4,2015,0,0,57.0,22.0,37.142857142857146,0.0
2015-04-14,47,1385,1.49,4,2015,1,0,30.0,30.0,39.57142857142857,0.0
2015-04-15,74,1311,1.49,4,2015,2,0,47.0,30.0,45.857142857142854,0.0
2015-04-16,114,1196,1.39,4,2015,3,0,74.0,30.0,57.857142857142854,-0.10000000000000009
2015-04-17,40,1156,1.39,4,2015,4,0,114.0,44.0,57.285714285714285,0.0
2015-04-18,62,1094,1.39,4,2015,5,1,40.0,39.0,60.57142857142857,0.0
2015-04-19,62,1032,1.39,4,2015,6,1,62.0,57.0,61.285714285714285,0.0
2015-04-20,135,897,1.39,4,2015,0,0,62.0,30.0,76.28571428571429,0.0
2015-04-21,175,722,1.39,4,2015,1,0,135.0,47.0,94.57142857142857,0.0
2015-04-22,82,736,1.39,4,2015,2,0,175.0,74.0,95.71428571428571,0.0
2015-04-23,62,674,1.4,4,2015,3,0,82.0,114.0,88.28571428571429,0.010000000000000009
2015-04-24,88,586,1.4,4,2015,4,0,62.0,40.0,95.14285714285714,0.0
2015-04-25,152,434,1.4,4,2015,5,1,88.0,62.0,108.0,0.0
2015-04-26,64,370,1.4,4,2015,6,1,152.0,62.0,108.28571428571429,0.0
2015-04-27,67,591,1.4,4,2015,0,0,64.0,135.0,98.57142857142857,0.0
2015-04-28,73,806,1.39,4,2015,1,0,67.0,175.0,84.0,-0.010000000000000009
2015-04-29,130,676,1.39,4,2015,2,0,73.0,82.0,90.85714285714286,0.0
2015-04-30,115,657,1.39,4,2015,3,0,130.0,62.0,98.42857142857143,0.0
2015-05-01,260,397,1.39,5,2015,4,0,115.0,88.0,123.0,0.0
2015-05-02,228,169,1.39,5,2015,5,1,260.0,152.0,133.85714285714286,0.0
2015-05-03,120,49,1.39,5,2015,6,1,228.0,64.0,141.85714285714286,0.0
2015-05-04,31,18,1.39,5,2015,0,0,120.0,67.0,136.71428571428572,0.0
2015-05-05,0,18,1.39,5,2015,1,0,31.0,73.0,126.28571428571429,0.0
2015-05-06,3,15,1.39,5,2015,2,0,0.0,130.0,108.14285714285714,0.0
2015-05-07,0,15,1.39,5,2015,3,0,3.0,115.0,91.71428571428571,0.0
2015-05-08,0,15,1.39,5,2015,4,0,0.0,260.0,54.57142857142857,0.0
2015-05-09,0,15,0.0,5,2015,5,1,0.0,228.0,22.0,-1.39
2015-05-10,0,15,1.49,5,2015,6,1,0.0,120.0,4.857142857142857,1.49
2015-05-11,1,14,1.49,5,2015,0,0,0.0,31.0,0.5714285714285714,0.0
2015-05-12,0,14,1.49,5,2015,1,0,1.0,0.0,0.5714285714285714,0.0
2015-05-13,1,13,1.49,5,2015,2,0,0.0,3.0,0.2857142857142857,0.0
2015-05-14,1,12,1.49,5,2015,3,0,1.0,0.0,0.42857142857142855,0.0
2015-05-15,1,10,1.49,5,2015,4,0,1.0,0.0,0.5714285714285714,0.0
2015-05-16,0,10,1.49,5,2015,5,1,1.0,0.0,0.5714285714285714,0.0
2015-05-17,0,10,1.49,5,2015,6,1,0.0,0.0,0.5714285714285714,0.0
2015-05-18,0,10,1.49,5,2015,0,0,0.0,1.0,0.42857142857142855,0.0
2015-05-19,1,9,1.49,5,2015,1,0,0.0,0.0,0.5714285714285714,0.0
2015-05-20,0,9,1.49,5,2015,2,0,1.0,1.0,0.42857142857142855,0.0
2015-05-21,0,9,1.49,5,2015,3,0,0.0,1.0,0.2857142857142857,0.0
2015-05-22,0,9,1.49,5,2015,4,0,0.0,1.0,0.14285714285714285,0.0
2015-05-23,0,9,1.49,5,2015,5,1,0.0,0.0,0.14285714285714285,0.0
2015-05-24,0,9,1.49,5,2015,6,1,0.0,0.0,0.14285714285714285,0.0
2015-05-25,0,9,1.39,5,2015,0,0,0.0,0.0,0.14285714285714285,-0.10000000000000009
2015-05-26,0,9,1.39,5,2015,1,0,0.0,1.0,0.0,0.0
2015-05-27,0,9,1.39,5,2015,2,0,0.0,0.0,0.0,0.0
2015-05-28,0,9,1.39,5,2015,3,0,0.0,0.0,0.0,0.0
2015-05-29,0,9,1.39,5,2015,4,0,0.0,0.0,0.0,0.0
2015-05-30,0,9,1.39,5,2015,5,1,0.0,0.0,0.0,0.0
2015-05-31,0,9,1.39,5,2015,6,1,0.0,0.0,0.0,0.0
2015-06-01,0,105,1.39,6,2015,0,0,0.0,0.0,0.0,0.0
2015-06-02,0,105,1.39,6,2015,1,0,0.0,0.0,0.0,0.0
2015-06-03,0,105,1.39,6,2015,2,0,0.0,0.0,0.0,0.0
2015-06-04,0,105,1.39,6,2015,3,0,0.0,0.0,0.0,0.0
2015-06-05,168,1377,1.39,6,2015,4,0,0.0,0.0,24.0,0.0
2015-06-06,201,1176,1.2,6,2015,5,1,168.0,0.0,52.714285714285715,-0.18999999999999995
2015-06-07,147,1029,1.19,6,2015,6,1,201.0,0.0,73.71428571428571,-0.010000000000000009
2015-06-08,119,910,1.19,6,2015,0,0,147.0,0.0,90.71428571428571,0.0
2015-06-09,122,788,1.19,6,2015,1,0,119.0,0.0,108.14285714285714,0.0
2015-06-10,149,639,1.19,6,2015,2,0,122.0,0.0,129.42857142857142,0.0
2015-06-11,111,720,1.19,6,2015,3,0,149.0,0.0,145.28571428571428,0.0
2015-06-12,95,721,1.19,6,2015,4,0,111.0,168.0,134.85714285714286,0.0
2015-06-13,237,675,1.19,6,2015,5,1,95.0,201.0,140.0,0.0
2015-06-14,110,565,1.19,6,2015,6,1,237.0,147.0,134.71428571428572,0.0
2015-06-15,104,653,1.19,6,2015,0,0,110.0,119.0,132.57142857142858,0.0
2015-06-16,61,592,1.19,6,2015,1,0,104.0,122.0,123.85714285714286,0.0
2015-06-17,40,1127,1.29,6,2015,2,0,61.0,149.0,108.28571428571429,0.10000000000000009
2015-06-18,114,1301,1.29,6,2015,3,0,40.0,111.0,108.71428571428571,0.0
2015-06-19,129,1172,1.29,6,2015,4,0,114.0,95.0,113.57142857142857,0.0
2015-06-20,111,1061,1.29,6,2015,5,1,129.0,237.0,95.57142857142857,0.0
2015-06-21,146,915,1.29,6,2015,6,1,111.0,110.0,100.71428571428571,0.0
2015-06-22,57,858,1.49,6,2015,0,0,146.0,104.0,94.0,0.19999999999999996
2015-06-23,19,839,1.49,6,2015,1,0,57.0,61.0,88.0,0.0
2015-06-24,27,1291,1.49,6,2015,2,0,19.0,40.0,86.14285714285714,0.0
2015-06-25,62,1229,1.49,6,2015,3,0,27.0,114.0,78.71428571428571,0.0
2015-06-26,95,1902,1.49,6,2015,4,0,62.0,129.0,73.85714285714286,0.0
2015-06-27,183,1719,1.39,6,2015,5,1,95.0,111.0,84.14285714285714,-0.10000000000000009
2015-06-28,94,1624,1.39,6,2015,6,1,183.0,146.0,76.71428571428571,0.0
2015-06-29,116,1606,1.39,6,2015,0,0,94.0,57.0,85.14285714285714,0.0
2015-06-30,63,1543,1.39,6,2015,1,0,116.0,19.0,91.42857142857143,0.0
2015-07-01,147,1396,1.39,7,2015,2,0,63.0,27.0,108.57142857142857,0.0
2015-07-02,101,1295,1.39,7,2015,3,0,147.0,62.0,114.14285714285714,0.0
2015-07-03,248,1047,1.29,7,2015,4,0,101.0,95.0,136.0,-0.09999999999999987
2015-07-04,142,905,1.29,7,2015,5,1,248.0,183.0,130.14285714285714,0.0
2015-07-05,186,719,1.29,7,2015,6,1,142.0,94.0,143.28571428571428,0.0
2015-07-06,109,898,1.29,7,2015,0,0,186.0,116.0,142.28571428571428,0.0
2015-07-07,228,957,1.29,7,2015,1,0,109.0,63.0,165.85714285714286,0.0
2015-07-08,66,1083,1.29,7,2015,2,0,228.0,147.0,154.28571428571428,0.0
2015-07-09,182,901,1.29,7,2015,3,0,66.0,101.0,165.85714285714286,0.0
2015-07-10,1,996,1.29,7,2015,4,0,182.0,248.0,130.57142857142858,0.0
2015-07-11,64,1124,1.29,7,2015,5,1,1.0,142.0,119.42857142857143,0.0
2015-07-12,118,1006,1.29,7,2015,6,1,64.0,186.0,109.71428571428571,0.0
2015-07-13,55,950,1.29,7,2015,0,0,118.0,109.0,102.0,0.0
2015-07-14,43,907,1.27,7,2015,1,0,55.0,228.0,75.57142857142857,-0.020000000000000018
2015-07-15,95,812,1.28,7,2015,2,0,43.0,66.0,79.71428571428571,0.010000000000000009
2015-07-16,54,758,1.28,7,2015,3,0,95.0,182.0,61.42857142857143,0.0
2015-07-17,85,673,1.28,7,2015,4,0,54.0,1.0,73.42857142857143,0.0
2015-07-18,92,869,1.27,7,2015,5,1,85.0,64.0,77.42857142857143,-0.010000000000000009
2015-07-19,61,808,1.28,7,2015,6,1,92.0,118.0,69.28571428571429,0.010000000000000009
2015-07-20,111,697,1.27,7,2015,0,0,61.0,55.0,77.28571428571429,-0.010000000000000009
2015-07-21,7,1170,1.28,7,2015,1,0,111.0,43.0,72.14285714285714,0.010000000000000009
2015-07-22,4,1262,1.28,7,2015,2,0,7.0,95.0,59.142857142857146,0.0
2015-07-23,66,1292,1.27,7,2015,3,0,4.0,54.0,60.857142857142854,-0.010000000000000009
2015-07-24,95,1197,1.28,7,2015,4,0,66.0,85.0,62.285714285714285,0.010000000000000009
2015-07-25,190,1103,1.27,7,2015,5,1,95.0,92.0,76.28571428571429,-0.010000000000000009
2015-07-26,60,1043,1.28,7,2015,6,1,190.0,61.0,76.14285714285714,0.010000000000000009
2015-07-27,42,1097,1.27,7,2015,0,0,60.0,111.0,66.28571428571429,-0.010000000000000009
2015-07-28,79,1306,1.27,7,2015,1,0,42.0,7.0,76.57142857142857,0.0
2015-07-29,109,1581,1.27,7,2015,2,0,79.0,4.0,91.57142857142857,0.0
2015-07-30,165,1416,1.28,7,2015,3,0,109.0,66.0,105.71428571428571,0.010000000000000009
2015-07-31,99,1317,1.27,7,2015,4,0,165.0,95.0,106.28571428571429,-0.010000000000000009
2015-08-01,233,1084,1.48,8,2015,5,1,99.0,190.0,112.42857142857143,0.20999999999999996
2015-08-02,16,1067,1.48,8,2015,6,1,233.0,60.0,106.14285714285714,0.0
2015-08-03,2,1065,1.46,8,2015,0,0,16.0,42.0,100.42857142857143,-0.020000000000000018
2015-08-04,5,1060,1.47,8,2015,1,0,2.0,79.0,89.85714285714286,0.010000000000000009
2015-08-05,22,1038,1.48,8,2015,2,0,5.0,109.0,77.42857142857143,0.010000000000000009
2015-08-06,8,1030,1.49,8,2015,3,0,22.0,165.0,55.0,0.010000000000000009
2015-08-07,65,321,1.48,8,2015,4,0,8.0,99.0,50.142857142857146,-0.010000000000000009
2015-08-08,157,451,1.48,8,2015,5,1,65.0,233.0,39.285714285714285,0.0
2015-08-09,65,386,1.48,8,2015,6,1,157.0,16.0,46.285714285714285,0.0
2015-08-10,90,296,1.48,8,2015,0,0,65.0,2.0,58.857142857142854,0.0
2015-08-11,3,1157,1.18,8,2015,1,0,90.0,5.0,58.57142857142857,-0.30000000000000004
2015-08-12,5,1152,1.18,8,2015,2,0,3.0,22.0,56.142857142857146,0.0
2015-08-13,1,2015,1.19,8,2015,3,0,5.0,8.0,55.142857142857146,0.010000000000000009
2015-08-14,65,2046,1.18,8,2015,4,0,1.0,65.0,55.142857142857146,-0.010000000000000009
2015-08-15,235,1811,1.17,8,2015,5,1,65.0,157.0,66.28571428571429,-0.010000000000000009
2015-08-16,76,1735,1.18,8,2015,6,1,235.0,65.0,67.85714285714286,0.010000000000000009
2015-08-17,2,1733,1.19,8,2015,0,0,76.0,90.0,55.285714285714285,0.010000000000000009
2015-08-18,101,1632,1.18,8,2015,1,0,2.0,3.0,69.28571428571429,-0.010000000000000009
